datetime,nifty_open,nifty_high,nifty_low,nifty_close,call_open,call_high,call_low,call_close,put_open,put_high,put_low,put_close
2025-10-07 09:15:00+05:30,25085.3,25139.7,25085.3,25122.45,105.0,136.65,105.0,129.3,290.25,291.7,275.75,283.3
2025-10-07 09:16:00+05:30,25120.45,25132.85,25117.75,25130.2,129.3,134.0,125.4,132.75,283.3,288.3,278.95,280.3
2025-10-07 09:17:00+05:30,25130.6,25131.3,25097.75,25097.75,132.75,136.85,117.85,117.85,280.3,297.0,277.6,297.0
2025-10-07 09:18:00+05:30,25099.45,25100.0,25085.7,25090.65,117.85,120.55,110.4,114.85,297.0,309.75,296.4,304.4
2025-10-07 09:19:00+05:30,25090.85,25090.85,25083.5,25084.9,114.85,115.4,107.7,110.0,304.4,313.55,304.4,311.35
2025-10-07 09:20:00+05:30,25083.7,25097.7,25076.3,25083.6,110.0,118.6,107.05,111.15,311.35,314.95,300.95,308.0
2025-10-07 09:21:00+05:30,25083.9,25108.45,25082.5,25107.5,111.15,122.85,109.75,122.0,308.0,310.85,293.1,294.3
2025-10-07 09:22:00+05:30,25106.25,25117.35,25105.4,25115.7,122.0,130.8,117.9,129.0,294.3,297.9,283.4,284.4
2025-10-07 09:23:00+05:30,25115.4,25120.6,25112.7,25115.8,129.0,133.5,127.1,128.8,284.4,287.15,280.0,286.3
2025-10-07 09:24:00+05:30,25113.85,25114.7,25104.3,25111.15,128.8,128.8,120.0,125.35,286.3,297.05,286.3,286.3
2025-10-07 09:25:00+05:30,25110.6,25115.45,25104.45,25115.45,125.35,130.3,121.2,130.3,286.3,294.2,282.9,282.9
2025-10-07 09:26:00+05:30,25114.5,25117.75,25104.95,25105.5,130.3,131.1,120.3,120.8,282.9,295.0,282.9,293.2
2025-10-07 09:27:00+05:30,25107.9,25108.0,25094.9,25101.6,120.8,123.3,114.1,120.1,293.2,301.65,291.95,296.0
2025-10-07 09:28:00+05:30,25101.7,25109.7,25100.5,25108.3,120.1,127.65,118.4,126.1,296.0,297.05,286.5,286.5
2025-10-07 09:29:00+05:30,25108.8,25120.95,25108.8,25119.05,126.1,134.25,126.1,132.5,286.5,287.45,277.3,280.25
2025-10-07 09:30:00+05:30,25119.9,25124.2,25110.05,25111.65,132.5,136.2,124.5,126.0,280.25,289.0,276.5,286.5
2025-10-07 09:31:00+05:30,25111.25,25119.8,25106.4,25119.25,126.0,135.35,123.6,133.8,286.5,290.4,276.4,277.95
2025-10-07 09:32:00+05:30,25119.2,25123.15,25116.25,25117.25,133.8,139.45,131.65,134.5,277.95,280.0,272.0,278.2
2025-10-07 09:33:00+05:30,25117.15,25121.4,25112.05,25121.1,134.5,136.0,126.65,134.05,278.2,285.45,275.9,277.0
2025-10-07 09:34:00+05:30,25120.5,25122.5,25116.5,25118.55,134.05,135.95,130.7,134.85,277.0,281.95,276.0,278.25
2025-10-07 09:35:00+05:30,25117.9,25120.8,25114.4,25118.5,134.85,136.2,129.1,134.75,278.25,283.75,276.45,277.9
2025-10-07 09:36:00+05:30,25118.6,25121.0,25114.15,25120.15,135.3,136.0,129.25,135.55,277.9,282.7,276.2,276.2
2025-10-07 09:37:00+05:30,25121.2,25129.5,25118.1,25129.1,134.75,145.0,133.0,142.6,276.2,278.5,265.15,269.05
2025-10-07 09:38:00+05:30,25128.2,25134.45,25127.6,25129.05,142.6,148.7,142.0,143.9,269.05,269.05,261.8,266.8
2025-10-07 09:39:00+05:30,25128.6,25133.4,25128.6,25133.1,143.9,147.75,143.9,146.6,266.8,266.8,262.0,263.2
2025-10-07 09:40:00+05:30,25131.6,25141.65,25131.6,25141.65,146.6,154.75,146.6,154.75,263.2,263.3,255.0,255.75
2025-10-07 09:41:00+05:30,25141.4,25143.5,25137.15,25139.7,154.35,157.55,150.4,152.4,255.0,259.3,251.75,256.8
2025-10-07 09:42:00+05:30,25140.1,25142.8,25134.45,25135.2,152.4,154.75,148.8,150.7,256.8,261.15,254.8,259.7
2025-10-07 09:43:00+05:30,25135.4,25139.95,25133.95,25139.45,150.7,154.5,149.0,153.45,259.7,260.4,255.0,256.6
2025-10-07 09:44:00+05:30,25139.35,25148.15,25138.65,25146.05,153.45,161.5,152.75,159.75,256.6,256.6,246.6,248.9
2025-10-07 09:45:00+05:30,25146.5,25149.9,25144.15,25145.7,159.75,164.7,156.85,160.0,248.9,251.9,244.7,249.6
2025-10-07 09:46:00+05:30,25144.4,25147.95,25142.5,25147.9,160.0,160.45,156.75,157.85,249.2,252.45,248.75,250.75
2025-10-07 09:47:00+05:30,25146.25,25156.15,25144.95,25154.45,157.9,172.6,156.7,171.75,250.75,250.85,235.6,235.6
2025-10-07 09:48:00+05:30,25156.05,25166.85,25156.05,25163.65,171.75,184.45,171.75,180.7,236.8,236.8,225.8,228.5
2025-10-07 09:49:00+05:30,25163.6,25166.6,25160.25,25161.05,180.7,183.3,178.4,180.6,228.5,231.0,226.0,228.25
2025-10-07 09:50:00+05:30,25160.4,25164.7,25159.35,25163.3,180.6,183.6,177.0,182.0,228.25,232.5,226.0,227.45
2025-10-07 09:51:00+05:30,25163.8,25186.15,25163.8,25182.55,182.0,204.0,181.75,198.9,227.45,227.55,205.35,209.9
2025-10-07 09:52:00+05:30,25182.6,25182.75,25171.4,25173.85,198.8,200.5,190.25,192.65,209.9,219.0,208.75,215.95
2025-10-07 09:53:00+05:30,25173.75,25178.4,25171.45,25178.4,192.65,197.85,191.45,197.85,215.95,217.8,211.55,211.55
2025-10-07 09:54:00+05:30,25178.0,25180.55,25175.2,25178.25,197.85,199.55,195.3,198.05,211.55,213.8,209.65,211.1
2025-10-07 09:55:00+05:30,25178.7,25193.85,25176.3,25192.9,198.05,213.75,196.0,212.35,211.1,213.35,196.5,197.5
2025-10-07 09:56:00+05:30,25192.65,25194.5,25187.45,25189.75,212.35,212.95,206.2,210.15,197.5,203.4,195.55,199.9
2025-10-07 09:57:00+05:30,25190.15,25195.3,25188.7,25192.8,210.15,214.8,207.75,210.55,199.9,202.25,196.0,199.6
2025-10-07 09:58:00+05:30,25191.3,25192.85,25178.05,25178.55,210.55,210.55,193.55,197.8,199.6,215.25,199.6,213.25
2025-10-07 09:59:00+05:30,25178.75,25184.6,25178.75,25180.75,197.8,203.7,197.8,198.6,211.9,211.9,205.8,210.7
2025-10-07 10:00:00+05:30,25181.35,25190.35,25179.15,25189.65,199.05,207.85,197.55,207.2,210.7,211.95,201.95,202.5
2025-10-07 10:01:00+05:30,25189.8,25190.5,25185.65,25189.3,207.2,208.9,204.45,208.2,202.5,205.0,200.15,200.5
2025-10-07 10:02:00+05:30,25189.6,25196.95,25188.75,25195.15,209.0,215.0,208.8,213.1,200.5,200.5,194.7,196.1
2025-10-07 10:03:00+05:30,25194.7,25196.3,25188.65,25196.1,213.1,215.55,207.6,214.7,196.1,201.65,193.3,194.85
2025-10-07 10:04:00+05:30,25195.75,25202.2,25190.4,25199.9,214.7,214.7,207.7,211.1,194.85,201.3,194.3,199.25
2025-10-07 10:05:00+05:30,25198.7,25199.4,25190.65,25191.85,211.1,211.75,205.8,207.65,199.25,203.05,197.7,201.85
2025-10-07 10:06:00+05:30,25193.1,25195.3,25183.9,25189.55,207.9,212.5,204.15,211.3,201.85,204.65,196.35,197.6
2025-10-07 10:07:00+05:30,25190.85,25192.95,25184.5,25189.25,211.3,212.15,205.7,210.95,197.6,203.5,196.55,198.9
2025-10-07 10:08:00+05:30,25188.85,25195.3,25187.95,25188.75,210.2,213.95,208.0,208.5,198.9,200.8,195.15,200.7
2025-10-07 10:09:00+05:30,25187.75,25190.7,25185.05,25185.75,208.5,210.6,206.05,206.35,201.25,202.75,198.8,202.75
2025-10-07 10:10:00+05:30,25187.7,25192.55,25184.05,25191.6,206.35,212.65,205.0,211.95,202.75,203.95,196.5,196.85
2025-10-07 10:11:00+05:30,25191.6,25191.85,25182.6,25185.2,211.95,212.0,201.7,205.3,196.85,206.7,196.8,203.8
2025-10-07 10:12:00+05:30,25184.2,25194.55,25184.2,25189.45,205.3,213.8,205.3,209.4,203.65,203.65,195.0,199.4
2025-10-07 10:13:00+05:30,25189.0,25194.75,25187.0,25190.3,209.4,214.2,206.75,208.6,199.4,202.1,194.85,200.0
2025-10-07 10:14:00+05:30,25189.65,25190.45,25179.3,25183.65,208.6,208.95,199.75,206.2,199.8,209.15,199.8,203.6
2025-10-07 10:15:00+05:30,25185.15,25191.6,25184.2,25189.0,206.2,210.85,204.8,208.0,203.6,204.5,198.75,201.3
2025-10-07 10:16:00+05:30,25187.3,25189.0,25177.45,25181.2,208.4,208.4,197.0,202.4,201.3,211.85,200.5,206.75
2025-10-07 10:17:00+05:30,25181.05,25186.2,25175.3,25178.85,202.4,205.95,196.7,199.1,206.75,212.45,202.3,209.85
2025-10-07 10:18:00+05:30,25178.6,25185.45,25174.55,25183.2,199.1,205.5,195.45,203.5,209.85,213.0,203.0,205.1
2025-10-07 10:19:00+05:30,25183.5,25185.45,25179.8,25180.7,203.5,204.8,200.1,200.1,205.1,208.7,203.85,207.4
2025-10-07 10:20:00+05:30,25180.35,25187.75,25178.8,25185.3,200.1,206.3,199.3,205.8,207.4,209.0,201.6,202.9
2025-10-07 10:21:00+05:30,25186.0,25189.45,25181.35,25183.45,205.8,208.05,199.7,201.1,202.9,208.6,200.45,206.8
2025-10-07 10:22:00+05:30,25182.2,25183.1,25178.75,25183.0,201.1,202.0,197.6,201.25,206.8,210.35,206.2,206.5
2025-10-07 10:23:00+05:30,25182.4,25184.0,25172.3,25176.85,201.35,203.0,188.7,195.5,206.5,219.55,205.65,213.25
2025-10-07 10:24:00+05:30,25176.6,25178.7,25170.0,25173.2,195.5,198.0,190.0,195.45,213.25,217.95,210.0,213.0
2025-10-07 10:25:00+05:30,25173.7,25182.3,25173.4,25180.4,195.45,200.8,194.05,196.7,213.0,213.95,207.1,210.95
2025-10-07 10:26:00+05:30,25179.85,25179.85,25171.8,25173.75,196.7,196.7,189.1,191.0,210.95,218.25,210.95,216.5
2025-10-07 10:27:00+05:30,25173.7,25176.4,25172.75,25174.35,191.0,193.15,189.4,192.15,215.7,218.0,214.4,215.15
2025-10-07 10:28:00+05:30,25173.9,25177.0,25169.85,25176.05,192.15,194.25,187.45,193.6,215.15,220.0,213.1,213.55
2025-10-07 10:29:00+05:30,25176.1,25178.3,25173.45,25177.0,192.8,196.0,189.35,195.2,213.55,217.7,210.85,211.9
2025-10-07 10:30:00+05:30,25176.85,25195.95,25175.95,25191.5,195.2,213.3,193.35,206.7,211.9,212.75,192.4,198.95
2025-10-07 10:31:00+05:30,25190.35,25190.85,25174.45,25174.65,206.7,207.25,189.35,189.75,198.95,217.15,198.95,217.15
2025-10-07 10:32:00+05:30,25174.6,25182.45,25173.95,25177.0,189.75,199.9,189.75,193.15,217.15,217.15,205.65,213.45
2025-10-07 10:33:00+05:30,25178.15,25179.45,25173.1,25177.25,193.15,196.5,190.0,196.1,213.45,216.6,210.55,210.65
2025-10-07 10:34:00+05:30,25176.95,25180.45,25171.85,25172.0,196.1,197.7,190.5,191.65,210.65,216.1,209.3,216.0
2025-10-07 10:35:00+05:30,25172.7,25175.3,25170.2,25171.1,191.65,193.8,184.3,184.35,216.0,222.9,213.65,222.9
2025-10-07 10:36:00+05:30,25170.65,25171.4,25161.35,25167.45,184.35,186.5,176.0,185.9,222.1,229.25,219.6,222.6
2025-10-07 10:37:00+05:30,25166.0,25172.75,25164.3,25171.95,185.9,192.55,182.55,192.55,220.0,224.0,213.55,213.85
2025-10-07 10:38:00+05:30,25172.45,25179.85,25172.15,25179.85,192.55,197.9,190.8,196.25,213.85,216.0,208.45,208.75
2025-10-07 10:39:00+05:30,25178.7,25183.7,25176.25,25183.45,196.25,201.0,193.6,200.05,208.75,212.7,205.25,206.35
2025-10-07 10:40:00+05:30,25182.85,25185.95,25175.2,25184.2,200.05,202.75,195.5,201.6,206.2,210.5,203.0,203.9
2025-10-07 10:41:00+05:30,25183.75,25185.1,25179.85,25181.7,201.6,202.0,197.0,197.0,203.9,208.85,203.9,208.2
2025-10-07 10:42:00+05:30,25180.35,25181.4,25169.45,25173.8,197.0,197.0,188.0,192.25,208.2,217.95,208.2,213.5
2025-10-07 10:43:00+05:30,25174.4,25176.3,25172.0,25172.1,193.0,193.25,188.7,189.2,213.5,217.7,212.9,216.55
2025-10-07 10:44:00+05:30,25172.0,25172.35,25166.75,25170.2,189.55,189.8,184.35,188.4,216.55,222.45,216.55,217.4
2025-10-07 10:45:00+05:30,25169.8,25173.05,25168.1,25168.95,188.4,190.8,185.9,186.0,217.4,220.75,215.4,220.0
2025-10-07 10:46:00+05:30,25169.1,25170.85,25165.75,25167.4,186.0,187.8,183.3,184.55,220.0,222.65,218.75,222.65
2025-10-07 10:47:00+05:30,25167.25,25171.3,25164.95,25171.25,184.55,190.0,183.0,190.0,222.65,222.65,216.1,216.1
2025-10-07 10:48:00+05:30,25170.85,25173.45,25166.9,25167.85,190.0,190.6,185.5,186.8,216.1,220.9,215.2,219.8
2025-10-07 10:49:00+05:30,25168.0,25171.05,25164.0,25164.35,186.8,188.5,182.1,183.05,219.8,224.1,217.7,223.9
2025-10-07 10:50:00+05:30,25164.0,25169.45,25162.65,25165.9,183.05,186.75,181.15,184.15,223.9,225.1,219.65,221.4
2025-10-07 10:51:00+05:30,25166.25,25166.85,25161.2,25162.75,184.15,184.4,178.55,178.55,221.4,227.5,221.4,227.5
2025-10-07 10:52:00+05:30,25161.95,25166.5,25160.45,25166.05,178.55,184.7,175.4,184.6,227.5,230.65,220.5,220.5
2025-10-07 10:53:00+05:30,25165.05,25165.8,25157.15,25158.15,184.6,184.7,175.1,175.2,220.5,231.35,220.5,231.35
2025-10-07 10:54:00+05:30,25158.0,25163.0,25156.4,25162.95,175.2,182.15,173.35,181.65,231.35,231.9,223.55,223.55
2025-10-07 10:55:00+05:30,25162.5,25165.0,25158.8,25159.7,181.65,182.3,176.45,179.2,223.55,229.4,223.55,226.8
2025-10-07 10:56:00+05:30,25159.4,25162.2,25154.35,25159.1,179.6,180.0,172.8,178.25,226.8,232.65,226.2,227.2
2025-10-07 10:57:00+05:30,25158.5,25169.15,25158.5,25168.4,178.35,185.0,177.3,183.8,227.2,228.15,219.9,221.15
2025-10-07 10:58:00+05:30,25167.95,25168.45,25163.95,25164.65,183.8,184.35,178.0,180.35,221.15,227.9,221.05,225.25
2025-10-07 10:59:00+05:30,25163.7,25164.05,25147.6,25155.45,180.35,180.35,166.5,173.55,225.25,240.4,225.25,232.3
2025-10-07 11:00:00+05:30,25155.7,25159.85,25153.6,25156.3,173.55,177.0,170.1,172.3,232.3,234.8,228.85,233.9
2025-10-07 11:01:00+05:30,25156.45,25161.3,25155.65,25159.9,172.3,177.25,172.2,175.6,233.9,233.9,227.95,229.5
2025-10-07 11:02:00+05:30,25159.1,25159.75,25150.4,25150.4,175.6,176.05,164.1,164.35,229.5,242.1,229.5,241.75
2025-10-07 11:03:00+05:30,25150.0,25151.15,25143.5,25144.8,164.35,164.75,160.25,163.15,241.75,246.0,241.5,243.0
2025-10-07 11:04:00+05:30,25144.85,25155.6,25144.85,25155.05,163.15,171.85,163.15,171.6,243.0,243.0,234.15,234.2
2025-10-07 11:05:00+05:30,25155.3,25159.55,25154.0,25155.55,171.6,174.85,169.95,173.6,234.2,235.55,230.5,232.65
2025-10-07 11:06:00+05:30,25155.35,25158.65,25153.0,25157.05,173.6,174.75,169.15,173.8,232.65,236.65,230.35,231.75
2025-10-07 11:07:00+05:30,25156.7,25165.15,25156.7,25163.1,174.2,181.95,172.35,180.5,231.45,233.0,223.2,224.25
2025-10-07 11:08:00+05:30,25162.5,25164.85,25160.0,25163.7,180.8,180.85,174.65,179.0,224.25,230.45,224.25,226.35
2025-10-07 11:09:00+05:30,25162.6,25164.8,25159.8,25161.35,179.0,181.4,176.35,177.6,226.35,229.3,223.9,227.1
2025-10-07 11:10:00+05:30,25161.2,25163.1,25152.5,25153.2,177.75,179.35,165.4,165.75,227.1,239.75,226.45,239.7
2025-10-07 11:11:00+05:30,25153.35,25153.5,25145.5,25146.4,165.45,169.35,158.2,160.45,239.7,247.7,236.75,245.6
2025-10-07 11:12:00+05:30,25146.25,25148.95,25144.4,25146.25,160.45,166.5,159.65,164.2,245.6,245.85,240.0,241.6
2025-10-07 11:13:00+05:30,25146.6,25153.25,25145.75,25150.05,164.2,168.4,163.8,166.9,241.6,242.35,237.5,238.35
2025-10-07 11:14:00+05:30,25150.6,25153.75,25150.6,25152.2,166.9,168.6,164.35,165.65,238.35,241.6,237.95,240.55
2025-10-07 11:15:00+05:30,25152.0,25152.35,25147.55,25149.35,165.65,166.45,162.45,164.95,240.55,243.45,238.6,239.85
2025-10-07 11:16:00+05:30,25148.5,25152.85,25148.5,25150.35,164.9,168.45,164.9,165.6,239.85,240.75,237.5,240.75
2025-10-07 11:17:00+05:30,25149.45,25154.9,25149.25,25153.55,166.25,170.7,164.6,168.95,240.75,241.0,234.6,236.0
2025-10-07 11:18:00+05:30,25152.75,25153.95,25147.4,25148.1,168.95,168.95,159.55,160.7,237.0,245.7,237.0,245.05
2025-10-07 11:19:00+05:30,25147.6,25148.1,25140.25,25140.9,160.7,161.05,151.9,156.0,245.05,254.75,245.0,250.55
2025-10-07 11:20:00+05:30,25141.0,25142.05,25136.6,25139.9,154.2,155.95,151.15,152.3,250.55,255.0,250.0,253.7
2025-10-07 11:21:00+05:30,25136.4,25137.1,25123.4,25124.0,152.3,152.3,134.9,139.55,253.7,273.4,253.7,268.1
2025-10-07 11:22:00+05:30,25124.25,25130.35,25124.25,25129.35,139.55,144.75,136.55,144.25,268.1,270.55,262.45,263.2
2025-10-07 11:23:00+05:30,25128.7,25132.15,25114.35,25116.2,142.75,146.75,131.35,133.25,263.2,277.0,259.4,274.0
2025-10-07 11:24:00+05:30,25116.2,25116.9,25099.65,25102.45,133.25,133.3,120.05,120.55,274.0,292.0,274.0,290.5
2025-10-07 11:25:00+05:30,25102.25,25120.45,25102.25,25120.45,120.55,129.5,120.4,128.65,290.5,290.5,278.85,280.0
2025-10-07 11:26:00+05:30,25119.4,25124.85,25118.65,25124.2,128.65,135.2,128.25,132.0,280.0,280.8,274.0,275.75
2025-10-07 11:27:00+05:30,25124.4,25125.6,25113.95,25117.65,132.0,133.6,123.8,127.65,275.75,285.0,275.15,281.1
2025-10-07 11:28:00+05:30,25116.4,25125.05,25113.5,25124.2,127.65,134.9,127.1,134.6,281.1,281.15,272.2,273.05
2025-10-07 11:29:00+05:30,25123.8,25133.8,25123.25,25133.8,134.6,142.8,134.5,141.3,273.05,273.05,263.7,263.85
2025-10-07 11:30:00+05:30,25133.7,25136.35,25128.45,25131.15,141.3,141.3,134.85,135.55,263.85,272.3,263.85,271.15
2025-10-07 11:31:00+05:30,25130.0,25133.65,25123.6,25124.55,135.55,137.9,132.0,132.85,271.15,275.0,269.2,274.75
2025-10-07 11:32:00+05:30,25124.3,25130.85,25121.85,25121.85,132.2,136.5,130.1,130.65,274.8,277.0,270.5,276.8
2025-10-07 11:33:00+05:30,25121.35,25122.55,25117.0,25121.45,130.65,134.6,129.4,134.4,277.0,278.3,272.65,272.65
2025-10-07 11:34:00+05:30,25121.05,25130.45,25119.5,25130.45,134.4,137.5,128.3,135.9,272.65,279.0,270.0,271.15
2025-10-07 11:35:00+05:30,25130.4,25130.4,25100.55,25100.55,135.9,136.9,107.05,107.05,271.15,302.15,269.65,302.15
2025-10-07 11:36:00+05:30,25098.3,25111.45,25098.2,25111.45,107.05,120.05,104.35,118.75,302.15,306.55,288.65,288.65
2025-10-07 11:37:00+05:30,25111.25,25115.85,25105.0,25105.0,118.75,124.5,115.2,119.5,288.65,292.25,282.9,288.3
2025-10-07 11:38:00+05:30,25105.2,25111.05,25103.9,25109.1,119.7,120.2,115.6,117.55,288.3,293.0,288.3,291.85
2025-10-07 11:39:00+05:30,25109.45,25115.25,25108.45,25114.6,117.35,120.75,115.85,120.3,291.85,292.0,286.75,287.7
2025-10-07 11:40:00+05:30,25114.3,25119.15,25110.35,25116.2,120.3,124.0,116.35,119.35,287.7,292.0,282.6,287.4
2025-10-07 11:41:00+05:30,25116.2,25116.2,25106.95,25111.05,119.35,119.85,112.55,116.0,287.4,296.0,287.4,291.2
2025-10-07 11:42:00+05:30,25109.8,25114.5,25109.25,25112.55,116.0,122.85,115.65,119.8,291.2,292.5,285.4,288.15
2025-10-07 11:43:00+05:30,25112.35,25123.15,25112.35,25119.3,119.8,126.15,119.8,121.7,288.15,288.15,280.55,284.85
2025-10-07 11:44:00+05:30,25119.25,25122.25,25116.65,25121.7,121.7,125.7,120.45,125.2,284.85,286.35,281.3,281.3
2025-10-07 11:45:00+05:30,25121.65,25128.8,25121.65,25128.45,125.2,138.1,125.2,136.5,281.3,281.3,267.3,268.9
2025-10-07 11:46:00+05:30,25128.05,25129.05,25119.5,25122.1,136.5,137.2,123.35,124.0,268.9,284.0,268.9,282.65
2025-10-07 11:47:00+05:30,25121.5,25123.6,25118.35,25121.55,124.0,129.1,122.4,125.4,282.65,285.0,277.55,282.1
2025-10-07 11:48:00+05:30,25121.4,25122.55,25109.0,25112.9,125.4,126.0,113.6,117.9,282.1,295.0,281.2,290.7
2025-10-07 11:49:00+05:30,25112.55,25122.1,25112.55,25121.3,117.9,126.0,117.25,125.4,290.7,290.7,281.4,281.55
2025-10-07 11:50:00+05:30,25121.25,25129.85,25119.8,25129.3,125.15,134.65,123.3,133.55,281.55,282.55,271.9,273.3
2025-10-07 11:51:00+05:30,25128.6,25130.0,25115.7,25121.7,133.5,133.5,120.7,124.1,273.3,287.15,273.3,282.0
2025-10-07 11:52:00+05:30,25121.95,25126.85,25118.1,25126.15,124.1,130.0,122.8,129.1,282.0,285.2,276.6,278.0
2025-10-07 11:53:00+05:30,25126.2,25128.95,25121.25,25126.05,129.35,132.75,125.9,128.55,278.0,280.2,273.8,280.2
2025-10-07 11:54:00+05:30,25126.2,25126.85,25120.75,25124.45,128.65,129.55,124.55,127.6,280.2,282.5,278.85,280.0
2025-10-07 11:55:00+05:30,25125.2,25129.75,25122.35,25129.75,127.6,133.0,126.3,133.0,280.0,280.65,273.65,273.65
2025-10-07 11:56:00+05:30,25129.65,25131.95,25125.2,25130.15,133.0,134.3,127.65,133.35,273.65,276.65,272.1,272.1
2025-10-07 11:57:00+05:30,25130.35,25131.95,25126.9,25131.95,133.05,134.55,129.75,134.15,272.1,276.0,271.35,271.35
2025-10-07 11:58:00+05:30,25131.85,25132.9,25127.5,25130.2,133.9,134.9,131.0,132.0,271.35,275.0,271.35,273.6
2025-10-07 11:59:00+05:30,25129.5,25132.7,25127.6,25130.65,132.0,135.65,129.85,135.05,273.6,275.85,269.45,270.15
2025-10-07 12:00:00+05:30,25130.45,25142.7,25130.45,25142.7,135.05,150.6,134.45,148.4,270.15,270.45,253.95,256.5
2025-10-07 12:01:00+05:30,25142.4,25147.0,25141.55,25143.9,148.8,151.75,145.35,149.0,255.25,259.05,252.2,256.35
2025-10-07 12:02:00+05:30,25143.15,25149.4,25143.15,25149.35,149.0,157.75,148.55,156.8,256.35,256.35,246.45,248.05
2025-10-07 12:03:00+05:30,25149.25,25152.4,25146.95,25151.65,158.45,166.25,154.0,164.95,247.05,250.45,238.7,238.7
2025-10-07 12:04:00+05:30,25151.15,25154.7,25150.75,25154.25,164.95,165.3,159.35,162.65,239.0,244.8,238.45,241.4
2025-10-07 12:05:00+05:30,25154.4,25160.4,25153.55,25160.4,162.35,174.5,162.35,172.45,242.0,242.0,229.6,232.5
2025-10-07 12:06:00+05:30,25159.9,25165.1,25159.9,25165.1,173.3,180.65,171.65,180.65,231.85,232.2,223.7,223.7
2025-10-07 12:07:00+05:30,25165.35,25166.75,25161.45,25163.7,180.65,182.35,173.55,176.65,223.65,230.8,221.65,227.45
2025-10-07 12:08:00+05:30,25163.5,25164.95,25156.1,25158.7,176.65,177.85,166.9,170.25,227.9,236.7,226.5,234.1
2025-10-07 12:09:00+05:30,25158.4,25163.6,25158.4,25162.1,169.75,175.45,169.75,174.2,234.1,234.8,229.0,229.0
2025-10-07 12:10:00+05:30,25161.8,25174.5,25161.7,25174.5,174.2,178.15,170.8,175.85,229.4,232.4,226.4,228.8
2025-10-07 12:11:00+05:30,25174.4,25175.3,25162.25,25165.05,175.85,176.7,167.75,169.9,228.8,235.95,227.2,233.6
2025-10-07 12:12:00+05:30,25164.4,25167.65,25147.3,25147.3,169.9,173.35,160.3,160.3,233.4,242.8,230.75,242.6
2025-10-07 12:13:00+05:30,25147.15,25158.1,25147.15,25155.4,160.3,167.8,159.1,165.6,242.95,243.35,237.0,238.35
2025-10-07 12:14:00+05:30,25155.2,25156.1,25151.65,25154.3,165.6,165.6,161.15,164.85,238.35,242.7,238.35,240.35
2025-10-07 12:15:00+05:30,25154.25,25156.75,25153.45,25156.4,164.85,166.0,163.1,165.0,240.35,240.7,237.55,239.3
